Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
-0.0,0.707107,-0.0,0.707107,0.044158,-0.435457,1.075689,-1e-06,-0.399998,0.674989,0
0.001081,0.705227,0.018923,0.708728,0.072689,-0.392099,0.827616,0.010647,-0.611042,0.67499,0
0.001146,0.70723,0.00105,0.706982,-0.003139,-0.398212,0.93538,-8.2e-05,-0.403236,0.664507,1
-0.0,0.707107,-0.0,0.707107,-0.005929,-0.380071,1.04782,-1e-06,-0.399998,0.674989,0
-0.002962,0.706513,0.006865,0.707661,-0.044761,-0.423951,0.970013,-0.001107,-0.410797,0.664173,0
0.001403,0.706887,0.001526,0.707323,-0.01502,-0.393146,0.974859,0.000313,-0.401458,0.669047,1
0.000754,0.707888,0.002131,0.706321,0.034017,-0.407229,0.942543,-0.000981,-0.403974,0.666922,1
-0.0,0.707107,-0.0,0.707107,-0.099268,-0.39232,0.952324,-1e-06,-0.399998,0.674989,0
0.001255,0.707065,-0.001842,0.707145,0.033224,-0.394528,1.045905,0.000106,-0.389786,0.679375,0
-0.0,0.707107,-0.0,0.707107,-0.008589,-0.380517,1.06205,-1e-06,-0.399998,0.674989,0
0.00309,0.707441,-0.001097,0.706765,0.012186,-0.379847,0.957389,-0.000719,-0.396486,0.667939,1
0.0,0.707107,0.0,0.707107,0.017921,-0.340572,1.152851,-1e-06,-0.399998,0.674989,0
0.004015,0.707281,0.000593,0.706921,-0.044837,-0.461627,0.852872,-0.027586,-0.073777,0.674989,0
0.006047,0.707213,-0.003095,0.706968,-0.00429,-0.397587,0.9231,8.4e-05,-0.407554,0.658039,1
0.008491,0.708416,0.002188,0.705741,-0.023162,-0.440465,0.904861,-0.01777,-0.385003,0.675458,0
0.151313,0.691081,-0.148766,0.690927,0.023475,-0.367783,0.828357,0.152334,-0.72176,0.674989,0
0.026695,0.706782,-0.023358,0.706541,-0.029865,-0.383586,0.896375,0.083381,-0.327913,0.67499,0
0.004241,0.707114,-0.002118,0.707084,-0.003156,-0.421618,1.041207,0.000372,-0.404079,0.671608,0
-0.001492,0.707215,0.005518,0.706975,-0.034047,-0.432082,1.004091,-0.00124,-0.411753,0.668944,0
-0.0,0.707107,-0.0,0.707107,-0.02417,-0.378762,1.083574,-1e-06,-0.399998,0.674989,0
-0.002451,0.706865,0.006783,0.707312,-0.019768,-0.425587,0.955355,0.000111,-0.403215,0.666173,1
0.002526,0.707563,0.001253,0.706645,-0.005643,-0.436027,1.005258,0.001983,-0.415491,0.664572,0
0.02438,0.706022,-0.016956,0.707567,-0.019578,-0.394387,0.908325,0.000995,-0.412951,0.646682,1
